CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12710,97,3,1149.0200000000002,2,Regular
12712,29,13,4396.13,1,High-Value
12713,1,1,848.5500000000001,0,At-Risk
12714,9,5,4708.860000000001,1,High-Value
12715,106,1,353.86,3,Occasional
12716,4,2,1053.4900000000002,0,At-Risk
12717,151,2,1030.98,2,Regular
12718,71,1,238.25,3,Occasional
12719,5,2,644.95,0,At-Risk
12720,3,25,5781.730000000001,1,High-Value
12721,32,6,2656.13,2,Regular
12722,85,4,997.63,2,Regular
12723,4,5,725.07,0,At-Risk
12724,5,4,1031.41,0,At-Risk
12725,371,1,427.8,3,Occasional
12726,28,7,2609.1,2,Regular
12727,11,7,3980.7,1,High-Value
12728,71,4,836.3299999999999,2,Regular
12729,114,1,453.0100000000001,3,Occasional
12731,24,12,18895.91,1,High-Value
12732,180,1,236.26000000000005,3,Occasional
12733,234,1,383.9500000000001,3,Occasional
12734,353,1,110.4,3,Occasional
12735,315,2,779.57,3,Occasional
12736,333,1,234.00000000000003,3,Occasional
12738,372,1,155.35,3,Occasional
12739,78,2,1013.04,2,Regular
12740,64,1,427.6,3,Occasional
12743,134,2,546.4300000000001,3,Occasional
12744,52,7,21279.29,1,High-Value
12747,2,11,4196.009999999999,1,High-Value
12748,1,209,33719.73,1,High-Value
12749,4,5,4090.88,1,High-Value
12750,129,1,275.88,3,Occasional
12752,81,1,4366.780000000001,2,Regular
12753,23,6,21429.39,1,High-Value
12754,236,3,3010.74,2,Regular
12755,281,2,3811.95,2,Regular
12756,87,1,112.08,3,Occasional
12757,16,13,7857.1,1,High-Value
12758,117,2,2791.59,2,Regular
12759,52,3,1531.4400000000005,2,Regular
12762,8,2,1898.5200000000004,0,At-Risk
12763,138,2,494.08,3,Occasional
12764,317,1,1693.88,3,Occasional
12766,4,7,6989.63,1,High-Value
12769,239,1,1143.6,3,Occasional
12770,211,1,1351.4499999999998,3,Occasional
12772,60,1,892.4700000000001,3,Occasional
12775,17,5,1386.0400000000002,2,Regular
12778,20,6,822.23,2,Regular
12779,38,8,3981.36,1,High-Value
12781,64,2,826.74,2,Regular
12782,5,5,2330.9200000000005,1,High-Value
12783,2,6,2225.91,1,High-Value
12784,9,2,574.4200000000001,0,At-Risk
12785,364,1,311.95,3,Occasional
12787,10,3,463.66,0,At-Risk
12789,65,1,91.85,3,Occasional
12790,192,1,324.9200000000001,3,Occasional
12791,374,1,192.6,3,Occasional
12792,257,1,400.54,3,Occasional
12793,335,2,545.48,3,Occasional
12794,53,2,860.41,2,Regular
12795,19,1,430.48,0,At-Risk
12797,366,1,254.03,3,Occasional
12798,10,3,6977.04,1,High-Value
12802,187,1,427.58,3,Occasional
12808,37,3,483.65,0,At-Risk
12809,178,1,489.31,3,Occasional
12811,261,3,514.8499999999999,3,Occasional
12812,45,1,229.64,3,Occasional
12814,102,1,125.92,3,Occasional
12815,148,2,1063.46,2,Regular
12816,96,2,572.2,3,Occasional
12817,281,1,166.04,3,Occasional
12818,262,1,1542.08,3,Occasional
12820,3,4,942.34,0,At-Risk
12821,214,1,92.72,3,Occasional
12822,71,2,948.8800000000002,2,Regular
12823,75,5,1759.5,2,Regular
12824,60,1,397.12,3,Occasional
12826,3,7,1474.72,1,High-Value
12827,6,3,430.15,0,At-Risk
12828,3,6,1018.71,1,High-Value
12829,337,2,293.0,3,Occasional
12830,38,6,6814.640000000001,2,Regular
12831,262,1,215.05,3,Occasional
12832,32,2,383.03,0,At-Risk
12833,145,1,417.38,3,Occasional
12834,283,1,312.38,3,Occasional
12836,59,4,2612.86,2,Regular
12837,173,1,134.1,3,Occasional
12838,34,2,683.13,0,At-Risk
12839,3,14,5591.42,1,High-Value
12840,144,4,2726.77,2,Regular
12841,5,25,4022.35,1,High-Value
12842,70,2,1118.99,2,Regular
12843,66,8,1702.2600000000002,2,Regular
12844,29,2,325.96,0,At-Risk
12845,267,4,354.09,3,Occasional
12847,22,1,871.5399999999998,0,At-Risk
12849,31,2,1050.89,2,Regular
12851,97,1,135.18,3,Occasional
12852,295,1,311.55,3,Occasional
12853,135,6,1957.1000000000004,2,Regular
12854,79,3,1324.5000000000002,2,Regular
12855,373,1,38.1,3,Occasional
12856,8,6,2179.93,1,High-Value
12857,211,2,1106.4,2,Regular
12863,52,1,521.2,3,Occasional
12864,138,1,147.12,3,Occasional
12865,26,2,1568.23,2,Regular
12866,283,1,559.12,3,Occasional
12867,26,7,4036.82,1,High-Value
12868,186,6,1607.0600000000002,2,Regular
12871,84,2,380.64,3,Occasional
12872,327,2,599.9700000000001,3,Occasional
12873,282,1,374.0,3,Occasional
12875,143,2,343.2300000000001,3,Occasional
12876,58,2,2218.020000000001,2,Regular
12877,4,12,1535.7700000000002,1,High-Value
12878,236,2,854.99,3,Occasional
12879,45,3,573.22,2,Regular
12881,276,1,298.0,3,Occasional
12882,9,2,1463.0399999999995,0,At-Risk
12883,25,4,703.47,2,Regular
12884,88,1,309.05000000000007,3,Occasional
12885,63,3,1175.2199999999998,2,Regular
12886,68,2,1378.4,2,Regular
12888,214,2,354.12,3,Occasional
12890,24,1,380.47,0,At-Risk
12891,186,3,331.0,3,Occasional
12893,31,1,188.14,0,At-Risk
12895,42,2,372.8,0,At-Risk
12897,205,2,216.5,3,Occasional
12901,9,28,17654.539999999997,1,High-Value
12902,265,1,138.67999999999998,3,Occasional
12904,18,2,509.58,0,At-Risk
12906,12,5,2919.81,1,High-Value
12908,176,2,750.0,3,Occasional
12909,40,5,2178.67,2,Regular
12910,23,8,3075.0400000000004,1,High-Value
12912,3,5,1662.3,1,High-Value
12913,5,5,2483.63,1,High-Value
12915,149,2,363.65,3,Occasional
12916,139,4,3006.15,2,Regular
12917,128,1,594.0,3,Occasional
12919,8,6,1335.19,1,High-Value
12920,17,1,164.23000000000002,0,At-Risk
12921,9,37,16587.09,1,High-Value
12922,161,1,405.38,3,Occasional
12923,64,1,176.97,3,Occasional
12924,88,4,933.7000000000002,2,Regular
12925,5,2,694.05,0,At-Risk
12928,35,5,2062.7,2,Regular
12929,312,1,117.85,3,Occasional
12930,78,2,415.8,3,Occasional
12931,22,15,42055.96,1,High-Value
12933,24,3,607.53,0,At-Risk
12935,2,7,2160.7,1,High-Value
12936,17,4,1063.9,2,Regular
12937,15,4,1504.2700000000002,2,Regular
12938,26,1,114.14,0,At-Risk
12939,64,8,11581.8,1,High-Value
12940,55,2,913.54,2,Regular
12942,131,3,683.9000000000001,2,Regular
12944,36,2,604.5099999999999,0,At-Risk
12945,288,1,462.9500000000001,3,Occasional
12947,144,6,1603.99,2,Regular
12948,16,7,2064.95,1,High-Value
12949,31,8,4167.22,1,High-Value
12950,2,3,1843.0,0,At-Risk
12951,9,6,1064.07,1,High-Value
12952,6,4,1387.79,0,At-Risk
12953,10,1,329.85,0,At-Risk
12955,1,11,4757.160000000001,1,High-Value
12956,306,1,108.07,3,Occasional
12957,10,8,4017.54,1,High-Value
12962,7,2,266.39,0,At-Risk
12963,8,8,1856.63,1,High-Value
12965,89,1,771.91,3,Occasional
12966,10,1,160.18,0,At-Risk
12967,358,2,1660.9,2,Regular
12968,112,1,135.95,3,Occasional
12970,7,4,452.24000000000007,0,At-Risk
12971,4,86,11189.91,1,High-Value
12974,198,1,144.8,3,Occasional
12976,212,1,738.6,3,Occasional
12977,156,1,39.24,3,Occasional
12980,158,9,7374.9,2,Regular
12981,30,2,372.2199999999999,0,At-Risk
12982,243,1,390.54,3,Occasional
12984,19,1,97.5,0,At-Risk
12985,1,2,1239.38,0,At-Risk
12987,74,2,558.7,3,Occasional
12988,292,1,535.3200000000002,3,Occasional
12989,3,15,6924.110000000001,1,High-Value
12990,31,3,409.5000000000001,0,At-Risk
12991,23,2,503.7600000000001,0,At-Risk
12993,23,4,414.75999999999993,0,At-Risk
12994,4,3,974.42,0,At-Risk
12995,85,1,211.32,3,Occasional
12997,22,4,1226.89,2,Regular
12999,196,3,455.88,3,Occasional
13000,107,3,534.8500000000001,2,Regular
13001,4,13,9818.82,1,High-Value
13002,318,1,120.95,3,Occasional
13003,106,3,149.05,3,Occasional
13004,12,18,5655.91,1,High-Value
13005,174,2,513.6999999999999,3,Occasional
13006,56,1,81.57,3,Occasional
13008,323,1,229.47000000000003,3,Occasional
13011,372,1,50.55,3,Occasional
13012,9,8,1661.84,1,High-Value
13013,1,13,4810.94,1,High-Value
13014,11,10,3466.28,1,High-Value
13015,53,5,3346.28,2,Regular
13016,73,3,789.8899999999999,2,Regular
13017,7,1,204.0,0,At-Risk
13018,16,28,7277.700000000001,1,High-Value
13021,4,9,2616.38,1,High-Value
13023,64,2,689.9000000000001,2,Regular
13026,1,5,975.36,1,High-Value
13027,114,6,6912.0,2,Regular
13028,23,2,661.3200000000002,0,At-Risk
13029,31,3,1247.5,2,Regular
13030,11,2,799.4800000000001,0,At-Risk
13032,52,2,1010.1800000000002,2,Regular
13033,357,1,190.55,3,Occasional
13034,55,2,642.7700000000001,2,Regular
13035,74,2,921.88,2,Regular
13037,138,3,881.07,2,Regular
13038,80,3,908.46,2,Regular
13040,9,2,676.99,0,At-Risk
13043,273,1,516.4200000000001,3,Occasional
13044,291,1,560.47,3,Occasional
13045,99,1,305.28,3,Occasional
13046,31,2,629.31,0,At-Risk
13047,32,10,3237.54,1,High-Value
13048,14,4,1835.91,2,Regular
13049,64,2,656.6800000000002,2,Regular
13050,15,17,5836.860000000001,1,High-Value
13052,212,1,348.15000000000003,3,Occasional
13055,78,3,1214.41,2,Regular
13058,25,3,271.4,0,At-Risk
13059,250,1,183.4,3,Occasional
13060,254,1,307.53000000000003,3,Occasional
13061,72,1,248.61,3,Occasional
13062,191,1,346.98,3,Occasional
13064,13,4,1119.4900000000002,2,Regular
13065,373,1,205.86,3,Occasional
13066,24,2,470.8,0,At-Risk
13067,82,1,115.46,3,Occasional
13068,10,2,344.0,0,At-Risk
13069,1,24,4436.12,1,High-Value
13070,192,1,228.8,3,Occasional
13072,267,1,177.14999999999998,3,Occasional
13075,130,1,919.61,3,Occasional
13077,1,4,729.2700000000001,0,At-Risk
13078,3,26,12627.94,1,High-Value
13079,4,5,220.1,0,At-Risk
13080,179,1,58.08,3,Occasional
13081,12,11,28337.38,1,High-Value
13082,126,9,3613.63,2,Regular
13083,4,2,303.75,0,At-Risk
13085,158,2,416.08,3,Occasional
13089,3,97,58825.83,1,High-Value
13090,9,14,8910.819999999998,1,High-Value
13091,28,1,345.82000000000005,0,At-Risk
13092,71,5,477.83,2,Regular
13093,276,8,7832.470000000001,2,Regular
13094,21,12,1927.32,1,High-Value
13095,71,1,74.4,3,Occasional
13097,33,10,6010.419999999999,1,High-Value
13098,1,28,28882.44,1,High-Value
13099,99,1,207.36,3,Occasional
13101,234,1,101.19,3,Occasional
13102,1,24,6424.089999999999,1,High-Value
13103,40,1,243.94,3,Occasional
13104,3,6,1098.48,1,High-Value
13106,133,1,76.5,3,Occasional
13107,44,4,1531.6200000000003,2,Regular
13108,373,1,350.05999999999995,3,Occasional
13109,60,2,786.54,2,Regular
13110,31,7,1488.67,2,Regular
13113,1,24,12245.96,1,High-Value
13115,12,4,2294.78,2,Regular
13116,138,1,501.14,3,Occasional
13117,22,8,984.91,2,Regular
13118,20,5,1197.81,2,Regular
13120,239,1,30.6,3,Occasional
13121,269,1,283.73,3,Occasional
13122,94,2,922.39,2,Regular
13124,90,3,3866.33,2,Regular
13126,5,8,2099.64,1,High-Value
13127,78,1,259.17,3,Occasional
13130,94,1,64.0,3,Occasional
13131,23,3,1073.2999999999995,2,Regular
13132,262,1,77.3,3,Occasional
13133,274,2,109.8,3,Occasional
13134,86,4,1793.5800000000002,2,Regular
13135,197,1,3096.0,2,Regular
13136,56,5,2607.61,2,Regular
13137,11,8,3650.41,1,High-Value
13138,22,6,962.39,2,Regular
13139,16,7,5064.9400000000005,1,High-Value
13140,108,3,423.72,3,Occasional
13141,85,5,2388.75,2,Regular
13142,19,1,307.0899999999999,0,At-Risk
13144,333,1,110.95,3,Occasional
13145,40,4,618.52,2,Regular
13146,26,1,228.91,0,At-Risk
13147,10,4,712.8000000000001,0,At-Risk
13148,29,12,3707.12,1,High-Value
13149,14,4,1676.0600000000002,2,Regular
13151,296,1,1257.8700000000003,3,Occasional
13153,6,1,486.22,0,At-Risk
13155,33,4,971.7600000000002,2,Regular
13157,49,4,1741.2199999999998,2,Regular
13158,95,4,1201.06,2,Regular
13159,9,4,1437.85,0,At-Risk
13160,22,1,91.8,0,At-Risk
13161,313,1,112.75,3,Occasional
13162,122,4,1688.2899999999995,2,Regular
13165,46,2,1021.48,2,Regular
13166,283,1,417.2000000000001,3,Occasional
13167,19,4,791.3299999999999,2,Regular
13168,36,4,1319.19,2,Regular
13169,64,2,712.88,2,Regular
13170,27,1,116.01,0,At-Risk
13171,22,3,468.41,0,At-Risk
13173,4,2,353.65000000000003,0,At-Risk
13174,16,3,2817.03,2,Regular
13176,46,1,492.84,3,Occasional
13177,65,1,282.45,3,Occasional
13178,26,11,5725.469999999999,1,High-Value
13182,45,1,121.18,3,Occasional
13183,8,9,3957.7800000000007,1,High-Value
13184,15,10,1701.29,1,High-Value
13185,268,1,71.4,3,Occasional
13186,40,3,1575.89,2,Regular
13187,337,1,236.02,3,Occasional
13188,11,1,114.6,0,At-Risk
13189,19,2,260.67999999999995,0,At-Risk
13192,95,2,911.9400000000002,2,Regular
13193,61,1,117.88,3,Occasional
13194,136,1,60.7,3,Occasional
13196,11,4,1797.78,2,Regular
13198,10,6,3401.24,1,High-Value
13199,4,38,9817.12,1,High-Value
13200,19,4,870.0900000000001,2,Regular
13203,10,4,869.4599999999999,0,At-Risk
13207,15,2,250.26,0,At-Risk
13208,59,6,1223.9,2,Regular
13209,30,8,5891.61,1,High-Value
13210,94,1,353.48,3,Occasional
13211,10,3,1197.42,0,At-Risk
13212,20,3,788.0799999999999,0,At-Risk
13213,57,5,1520.58,2,Regular
13216,268,1,333.74,3,Occasional
13217,122,3,533.98,2,Regular
13218,127,1,62.64,3,Occasional
13220,78,4,819.29,2,Regular
13221,240,2,847.4100000000001,3,Occasional
13223,200,2,163.20000000000002,3,Occasional
13224,60,2,2155.95,2,Regular
13225,3,7,6463.84,1,High-Value
13226,273,1,108.21,3,Occasional
13227,202,1,257.7,3,Occasional
13228,81,1,358.0,3,Occasional
13229,226,1,160.95,3,Occasional
13230,4,14,2806.9700000000003,1,High-Value
13232,13,7,1357.6,1,High-Value
13233,74,2,605.1199999999999,3,Occasional
13235,212,1,1031.0700000000002,3,Occasional
13236,25,2,744.85,0,At-Risk
13238,17,4,700.7299999999999,0,At-Risk
13239,262,1,329.56,3,Occasional
13240,96,4,663.6500000000001,2,Regular
13242,112,3,270.40000000000003,3,Occasional
13243,203,1,600.0700000000002,3,Occasional
13244,93,1,121.74,3,Occasional
13245,51,1,430.5,3,Occasional
13246,18,6,1987.3,2,Regular
13247,18,4,501.12,0,At-Risk
13248,125,2,465.68,3,Occasional
13249,92,3,711.41,2,Regular
13253,157,2,1030.4,2,Regular
13255,9,2,399.51,0,At-Risk
13258,12,3,698.5799999999999,0,At-Risk
13259,62,1,292.31999999999994,3,Occasional
13260,61,1,557.62,3,Occasional
13261,269,2,944.1,3,Occasional
13262,263,1,200.29,3,Occasional
13263,1,35,7454.07,1,High-Value
13265,53,5,2107.6600000000003,2,Regular
13266,11,12,3834.26,1,High-Value
13267,3,19,4521.49,1,High-Value
13268,18,11,3214.69,1,High-Value
13269,1,15,5346.23,1,High-Value
13270,366,1,590.0,3,Occasional
13271,37,1,217.38,3,Occasional
13272,31,2,276.56000000000006,0,At-Risk
13273,113,1,138.98,3,Occasional
13276,64,2,590.93,2,Regular
13277,16,4,258.4,0,At-Risk
13278,41,1,542.73,0,At-Risk
13279,78,1,137.75,3,Occasional
13280,122,3,814.86,2,Regular
13282,18,3,1132.14,2,Regular
13283,60,2,93.66,3,Occasional
13284,331,1,201.19,3,Occasional
13285,23,4,2709.1200000000003,2,Regular
13291,156,1,361.11,3,Occasional
13292,39,2,578.9399999999999,0,At-Risk
13294,190,2,873.74,3,Occasional
13295,360,1,201.2,3,Occasional
13296,137,1,87.4,3,Occasional
13297,8,4,2089.85,1,High-Value
13298,1,1,360.0,0,At-Risk
13299,268,1,142.5,3,Occasional
13300,169,1,371.89,3,Occasional
13301,104,4,618.09,2,Regular
