CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12830,38,6,6814.640000000001,1,High-Value / Loyal
12831,262,1,215.05,0,Occasional / Low-Value
12832,32,2,383.03,0,Occasional / Low-Value
12833,145,1,417.38,0,Occasional / Low-Value
12834,283,1,312.38,0,Occasional / Low-Value
12836,59,4,2612.86,1,High-Value / Loyal
12837,173,1,134.1,0,Occasional / Low-Value
12838,34,2,683.13,0,Occasional / Low-Value
12839,3,14,5591.42,1,High-Value / Loyal
12840,144,4,2726.77,1,High-Value / Loyal
12841,5,25,4022.35,1,High-Value / Loyal
12842,70,2,1118.99,0,Occasional / Low-Value
12843,66,8,1702.2600000000002,1,High-Value / Loyal
12844,29,2,325.96,0,Occasional / Low-Value
12845,267,4,354.09,0,Occasional / Low-Value
12847,22,1,871.5399999999998,0,Occasional / Low-Value
12849,31,2,1050.89,0,Occasional / Low-Value
12851,97,1,135.18,0,Occasional / Low-Value
12852,295,1,311.55,0,Occasional / Low-Value
12853,135,6,1957.1000000000004,1,High-Value / Loyal
12854,79,3,1324.5000000000002,0,Occasional / Low-Value
12855,373,1,38.1,0,Occasional / Low-Value
12856,8,6,2179.93,1,High-Value / Loyal
12857,211,2,1106.4,0,Occasional / Low-Value
12863,52,1,521.2,0,Occasional / Low-Value
12864,138,1,147.12,0,Occasional / Low-Value
12865,26,2,1568.23,1,High-Value / Loyal
12866,283,1,559.12,0,Occasional / Low-Value
12867,26,7,4036.82,1,High-Value / Loyal
12868,186,6,1607.0600000000002,1,High-Value / Loyal
12871,84,2,380.64,0,Occasional / Low-Value
12872,327,2,599.9700000000001,0,Occasional / Low-Value
12873,282,1,374.0,0,Occasional / Low-Value
12875,143,2,343.2300000000001,0,Occasional / Low-Value
12876,58,2,2218.020000000001,0,Occasional / Low-Value
12877,4,12,1535.7700000000002,1,High-Value / Loyal
12878,236,2,854.99,0,Occasional / Low-Value
12879,45,3,573.22,0,Occasional / Low-Value
12881,276,1,298.0,0,Occasional / Low-Value
12882,9,2,1463.0399999999995,1,High-Value / Loyal
12883,25,4,703.47,1,High-Value / Loyal
12884,88,1,309.05000000000007,0,Occasional / Low-Value
12885,63,3,1175.2199999999998,0,Occasional / Low-Value
12886,68,2,1378.4,0,Occasional / Low-Value
12888,214,2,354.12,0,Occasional / Low-Value
12890,24,1,380.47,0,Occasional / Low-Value
12891,186,3,331.0,0,Occasional / Low-Value
12893,31,1,188.14,0,Occasional / Low-Value
12895,42,2,372.8,0,Occasional / Low-Value
12897,205,2,216.5,0,Occasional / Low-Value
12901,9,28,17654.539999999997,1,High-Value / Loyal
12902,265,1,138.67999999999998,0,Occasional / Low-Value
12904,18,2,509.58,0,Occasional / Low-Value
12906,12,5,2919.81,1,High-Value / Loyal
12908,176,2,750.0,0,Occasional / Low-Value
12909,40,5,2178.67,1,High-Value / Loyal
12910,23,8,3075.0400000000004,1,High-Value / Loyal
12912,3,5,1662.3,1,High-Value / Loyal
12913,5,5,2483.63,1,High-Value / Loyal
12915,149,2,363.65,0,Occasional / Low-Value
12916,139,4,3006.15,1,High-Value / Loyal
12917,128,1,594.0,0,Occasional / Low-Value
12919,8,6,1335.19,1,High-Value / Loyal
12920,17,1,164.23000000000002,0,Occasional / Low-Value
12921,9,37,16587.09,1,High-Value / Loyal
12922,161,1,405.38,0,Occasional / Low-Value
12923,64,1,176.97,0,Occasional / Low-Value
12924,88,4,933.7000000000002,0,Occasional / Low-Value
12925,5,2,694.05,1,High-Value / Loyal
12928,35,5,2062.7,1,High-Value / Loyal
12929,312,1,117.85,0,Occasional / Low-Value
12930,78,2,415.8,0,Occasional / Low-Value
12931,22,15,42055.96,1,High-Value / Loyal
12933,24,3,607.53,0,Occasional / Low-Value
12935,2,7,2160.7,1,High-Value / Loyal
12936,17,4,1063.9,1,High-Value / Loyal
12937,15,4,1504.2700000000002,1,High-Value / Loyal
12938,26,1,114.14,0,Occasional / Low-Value
12939,64,8,11581.8,1,High-Value / Loyal
12940,55,2,913.54,0,Occasional / Low-Value
12942,131,3,683.9000000000001,0,Occasional / Low-Value
12944,36,2,604.5099999999999,0,Occasional / Low-Value
12945,288,1,462.9500000000001,0,Occasional / Low-Value
12947,144,6,1603.99,1,High-Value / Loyal
12948,16,7,2064.95,1,High-Value / Loyal
12949,31,8,4167.22,1,High-Value / Loyal
12950,2,3,1843.0,1,High-Value / Loyal
12951,9,6,1064.07,1,High-Value / Loyal
12952,6,4,1387.79,1,High-Value / Loyal
12953,10,1,329.85,0,Occasional / Low-Value
12955,1,11,4757.160000000001,1,High-Value / Loyal
12956,306,1,108.07,0,Occasional / Low-Value
12957,10,8,4017.54,1,High-Value / Loyal
12962,7,2,266.39,0,Occasional / Low-Value
12963,8,8,1856.63,1,High-Value / Loyal
12965,89,1,771.91,0,Occasional / Low-Value
12966,10,1,160.18,0,Occasional / Low-Value
12967,358,2,1660.9,0,Occasional / Low-Value
12968,112,1,135.95,0,Occasional / Low-Value
12970,7,4,452.24000000000007,1,High-Value / Loyal
12971,4,86,11189.91,1,High-Value / Loyal
12974,198,1,144.8,0,Occasional / Low-Value
12976,212,1,738.6,0,Occasional / Low-Value
12977,156,1,39.24,0,Occasional / Low-Value
12980,158,9,7374.9,1,High-Value / Loyal
12981,30,2,372.2199999999999,0,Occasional / Low-Value
12982,243,1,390.54,0,Occasional / Low-Value
12984,19,1,97.5,0,Occasional / Low-Value
12985,1,2,1239.38,1,High-Value / Loyal
12987,74,2,558.7,0,Occasional / Low-Value
12988,292,1,535.3200000000002,0,Occasional / Low-Value
12989,3,15,6924.110000000001,1,High-Value / Loyal
12990,31,3,409.5000000000001,0,Occasional / Low-Value
12991,23,2,503.7600000000001,0,Occasional / Low-Value
12993,23,4,414.75999999999993,0,Occasional / Low-Value
12994,4,3,974.42,1,High-Value / Loyal
12995,85,1,211.32,0,Occasional / Low-Value
12997,22,4,1226.89,1,High-Value / Loyal
12999,196,3,455.88,0,Occasional / Low-Value
13000,107,3,534.8500000000001,0,Occasional / Low-Value
13001,4,13,9818.82,1,High-Value / Loyal
13002,318,1,120.95,0,Occasional / Low-Value
13003,106,3,149.05,0,Occasional / Low-Value
13004,12,18,5655.91,1,High-Value / Loyal
13005,174,2,513.6999999999999,0,Occasional / Low-Value
13006,56,1,81.57,0,Occasional / Low-Value
13008,323,1,229.47000000000003,0,Occasional / Low-Value
13011,372,1,50.55,0,Occasional / Low-Value
13012,9,8,1661.84,1,High-Value / Loyal
13013,1,13,4810.94,1,High-Value / Loyal
13014,11,10,3466.28,1,High-Value / Loyal
13015,53,5,3346.28,1,High-Value / Loyal
13016,73,3,789.8899999999999,0,Occasional / Low-Value
13017,7,1,204.0,0,Occasional / Low-Value
13018,16,28,7277.700000000001,1,High-Value / Loyal
13021,4,9,2616.38,1,High-Value / Loyal
13023,64,2,689.9000000000001,0,Occasional / Low-Value
13026,1,5,975.36,1,High-Value / Loyal
13027,114,6,6912.0,1,High-Value / Loyal
13028,23,2,661.3200000000002,0,Occasional / Low-Value
13029,31,3,1247.5,1,High-Value / Loyal
13030,11,2,799.4800000000001,1,High-Value / Loyal
13032,52,2,1010.1800000000002,0,Occasional / Low-Value
13033,357,1,190.55,0,Occasional / Low-Value
13034,55,2,642.7700000000001,0,Occasional / Low-Value
13035,74,2,921.88,0,Occasional / Low-Value
13037,138,3,881.07,0,Occasional / Low-Value
13038,80,3,908.46,0,Occasional / Low-Value
13040,9,2,676.99,1,High-Value / Loyal
13043,273,1,516.4200000000001,0,Occasional / Low-Value
13044,291,1,560.47,0,Occasional / Low-Value
13045,99,1,305.28,0,Occasional / Low-Value
13046,31,2,629.31,0,Occasional / Low-Value
13047,32,10,3237.54,1,High-Value / Loyal
13048,14,4,1835.91,1,High-Value / Loyal
13049,64,2,656.6800000000002,0,Occasional / Low-Value
13050,15,17,5836.860000000001,1,High-Value / Loyal
13052,212,1,348.15000000000003,0,Occasional / Low-Value
13055,78,3,1214.41,0,Occasional / Low-Value
13058,25,3,271.4,0,Occasional / Low-Value
13059,250,1,183.4,0,Occasional / Low-Value
13060,254,1,307.53000000000003,0,Occasional / Low-Value
13061,72,1,248.61,0,Occasional / Low-Value
13062,191,1,346.98,0,Occasional / Low-Value
13064,13,4,1119.4900000000002,1,High-Value / Loyal
13065,373,1,205.86,0,Occasional / Low-Value
13066,24,2,470.8,0,Occasional / Low-Value
13067,82,1,115.46,0,Occasional / Low-Value
13068,10,2,344.0,0,Occasional / Low-Value
13069,1,24,4436.12,1,High-Value / Loyal
13070,192,1,228.8,0,Occasional / Low-Value
13072,267,1,177.14999999999998,0,Occasional / Low-Value
13075,130,1,919.61,0,Occasional / Low-Value
13077,1,4,729.2700000000001,1,High-Value / Loyal
